-6.504904513200085447e-02,1.378608303000649626e-01,2.914238570316852184e-01,-1.063937123328144718e-01,-3.498176164614159034e-01,9.420003058329895484e-02,1.543481859947249402e-01,3.700191675399294028e-02,-1.174513392308945414e-01,-2.406027306905527130e-01,2.914238570316864396e-01,1.773722643958287604e-01,1.262483919871545679e-01,-3.533111402585683569e-01,1.386939994100520879e-02,1.376453474071276384e-01,8.163291422007820652e-02,-1.016326266631654984e-02
1.378608303000672664e-01,4.233369313903672104e-01,7.780221671769025349e-01,3.070403966434558374e-01,-7.189789124184462477e-01,3.606871790767273711e-01,-4.577724925459897842e-01,1.589009250728041778e-01,6.551037495954479262e-01,7.459889937999565346e-01,7.780221671769154135e-01,-1.797872256887476095e-01,8.107832270227910421e-02,3.771619065940612914e-01,-3.284885343696682947e-01,-1.270189522206354449e-01,-3.533374606551252517e-02,8.020969186539436691e-02
2.914238570316795007e-01,7.780221671769032010e-01,0.000000000000000000e+00,2.496627087005521828e-01,-2.151650542648869679e-01,-3.097395940869953068e-01,-3.228067616062663681e-01,-8.735569940538785716e-02,-1.306716751927506151e-02,4.263591810145064276e-01,0.000000000000000000e+00,3.543098332659064265e-02,-5.854547505079171765e-02,-1.306716751927439538e-02,-1.306716751927780584e-02,-2.889924902043154026e-02,-1.012025764431957464e-01,-2.159434862248772041e-02
-1.063937123328141804e-01,3.070403966434636089e-01,2.496627087005520995e-01,3.840812397116525889e-01,1.372700993218425869e-01,-2.347246249072237056e-01,8.581499132797373169e-03,9.141214016426986444e-02,-3.660086167768037413e-01,3.797343304066709557e-02,2.496627087005504342e-01,4.792675739419993697e-03,5.121159457224654099e-03,2.618465762609419878e-01,-3.786308636581527387e-01,-1.837230704361622266e-02,4.543939881532590985e-02,-3.489902258851915184e-02
-3.498176164614092976e-01,-7.189789124184422509e-01,-2.151650542648903541e-01,1.372700993218486099e-01,2.215741981784850323e-01,5.202881221615809348e-01,1.159063913556911823e-01,-9.612672843895782304e-03,-6.763080651423023504e-01,-1.289263857922445244e-01,-2.151650542648949338e-01,2.488851828271930466e-02,1.632275458222495201e-01,3.240197413244492730e-01,-2.403185635469885228e-01,-9.275143602245072838e-02,5.433528523256733050e-02,-4.186611274190870507e-02
9.420003058330390922e-02,3.606871790767234853e-01,-3.097395940869854258e-01,-2.347246249072205693e-01,5.202881221615566210e-01,-2.346776176444867468e-02,3.674116553368925175e-03,1.108589317976647198e-01,-3.260826999152364181e-01,-2.895750333297645307e-01,-3.097395940869897557e-01,-5.877498933697016675e-02,-1.578794497693694343e-01,-8.552558681447068600e-02,3.331871348437872582e-01,2.623834150979104107e-01,-1.601368495383908783e-02,-1.661384162393668082e-02
1.543481859947251067e-01,-4.577724925459823457e-01,-3.228067616062560985e-01,8.581499132800034235e-03,1.159063913557034226e-01,3.674116553368751703e-03,1.227092110995404439e-01,-7.336017580314999065e-02,3.990376772077786627e-01,1.317553697782832822e-01,-3.228067616062541001e-01,2.189676090766147776e-01,-3.762016131824949365e-03,-1.471868830714379572e-01,-9.488948846677509874e-02,-6.207686403319248591e-02,2.717211587069579687e-02,2.728428407673165468e-02
3.700191675399280844e-02,1.589009250728077027e-01,-8.735569940539397726e-02,9.141214016426815747e-02,-9.612672843899489408e-03,1.108589317976648170e-01,-7.336017580315035147e-02,1.402986271972149757e-01,-1.025305831037331278e-01,2.580015039871470101e-02,-8.735569940539461564e-02,-6.009193276220924085e-03,-3.344003798118375115e-02,1.347023928287606996e-02,3.457639979163421029e-02,8.303998345903326750e-02,-9.950089932927565564e-03,-3.504863193682965228e-02
-1.174513392308975390e-01,6.551037495954350476e-01,-1.306716751926104841e-02,-3.660086167768049625e-01,-6.763080651422931355e-01,-3.260826999152455219e-01,3.990376772077748879e-01,-1.025305831037332804e-01,7.838997386015210678e-01,3.081204477470926295e-01,-1.306716751925844633e-02,-2.224398745855090120e-01,-3.112341176767100537e-01,-3.111927413471824930e-03,1.781644155794437911e-01,2.298562807780522299e-01,-6.397459609326472396e-03,4.989038908268134814e-02
-2.406027306905599294e-01,7.459889937999629739e-01,4.263591810134659266e-01,3.797343304065876196e-02,-1.289263857922425538e-01,-2.895750333298257595e-01,1.317553697782959665e-01,2.580015039871128360e-02,3.081204477471023440e-01,2.530705615907263284e-01,4.263591810155898942e-01,-1.977347661913283483e-01,-3.425096669845570374e-02,1.999638986538145730e-02,-2.185557422676758649e-02,-7.362744139375970720e-02,-5.247093144630485262e-02,3.017938971769455053e-02
